giorno,mese,turno,pasto,nome_ricetta,kcal,ingredienti_principali,uova_albume,latticini_conteggiati,tipo_latticino,avocado,proteine_g,fibre_g,modificato_vs_c1
115,Dicembre,D5,Spuntino,Uovo sodo e crackers,148.9,uovo | crackers classici,SI,NO,,NO,7.9,0.5,NO
115,Dicembre,D5,Cena,Manzo magro con polenta e carote,477.7,carote | manzo magro | farina di mais per polenta,NO,NO,,NO,31.6,6.6,NO
116,Dicembre,D1,Colazione,Primosale con pane abbondante,322.0,formaggio primosale | pane bianco comune,NO,SI,primosale,NO,17.8,1.1,SI
116,Dicembre,D1,Spuntino,Piccola porzione di lupini e frutta,159.1,chicchi di melagrana | lupini scolati,NO,NO,,NO,9.8,6.2,NO
116,Dicembre,D1,Pranzo,Polenta con merluzzo e cavolo nero,467.8,cavolo nero | merluzzo | farina di mais per polenta,NO,NO,,NO,33.2,7.7,NO
116,Dicembre,D1,Spuntino,Kefir e frutta,156.6,kefir naturale | pera,NO,NO,,NO,5.8,4.0,NO
116,Dicembre,D1,Cena,Pasta con nasello e zucca,447.8,zucca | nasello | pasta secca,NO,NO,,NO,31.4,3.0,NO
117,Dicembre,D2,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale | pera | fiocchi d'avena,NO,NO,,NO,13.2,7.4,NO
117,Dicembre,D2,Pranzo,Pasta e fave con carciofi,421.6,carciofi | fave cotte | pasta secca,NO,NO,,NO,17.2,11.1,NO
117,Dicembre,D2,Pasto preturno,Orzo con tacchino e zucca,428.5,zucca | petto di tacchino | orzo perlato secco,NO,NO,,NO,32.9,6.2,NO
117,Dicembre,D2,Spuntino notturno,Latte e frutta,151.7,latte parzialmente scremato | mandarini o clementine,NO,NO,,NO,7.0,2.3,NO
117,Dicembre,D2,Spuntino notturno,Avocado e pane bianco,205.0,avocado fresco | pane bianco comune,NO,NO,,SI,4.2,2.7,SI
117,Dicembre,D2,Mini-pasto pre-sonno,Mini tortilla con lupini e indivia,199.7,indivia | lupini scolati | tortilla di frumento,NO,NO,,NO,12.6,4.6,NO
118,Dicembre,D3,Brunch,Brunch: Riso teriyaki delicato con tacchino e carciofi,500.7,carciofi | pompelmo | petto di tacchino,NO,NO,,NO,39.9,12.2,NO
118,Dicembre,D3,Spuntino,Grana con gallette abbondanti,281.4,gallette di riso | Grana Padano o Parmigiano,NO,SI,grana,NO,12.0,1.9,SI
118,Dicembre,D3,Cena,"Brunch completo con patate, manzo e cavolfiore",691.6,patate | manzo magro | cavolfiore,NO,NO,,NO,46.0,11.8,NO
119,Dicembre,D4,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato | pera | semolino di frumento,NO,NO,,NO,12.7,6.0,NO
119,Dicembre,D4,Spuntino,"Mais, cannellini e crackers",179.4,mais dolce sgocciolato | cannellini cotti e sgocciolati | crackers classici,NO,NO,,NO,8.5,6.0,NO
119,Dicembre,D4,Pranzo,"Pranzo leggero con merluzzo, pane e spinaci",428.0,spinaci | merluzzo | pane integrale,NO,NO,,NO,41.4,8.2,NO
119,Dicembre,D4,Spuntino,Crackers classici con hummus delicato,210.2,pera | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,4.5,6.2,NO
119,Dicembre,D4,Cena,Couscous con gamberi e broccoli,445.9,broccoli | gamberi | couscous di semola secco,NO,NO,,NO,36.0,5.8,NO
120,Dicembre,D5,Colazione,Primosale semplice,216.0,formaggio primosale,NO,SI,primosale,NO,14.4,0.0,SI
120,Dicembre,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
120,Dicembre,D5,Pranzo,Pasta e piselli con porro,445.5,piselli cotti | porro | pasta secca,NO,NO,,NO,15.8,10.3,NO
120,Dicembre,D5,Spuntino,Mais e tonno in coppetta,138.4,mais dolce sgocciolato | tonno al naturale sgocciolato,NO,NO,,NO,18.3,2.2,NO
120,Dicembre,D5,Cena,Pollo con patate e spinaci,754.9,patate | spinaci | petto di pollo,NO,NO,,NO,50.4,12.3,NO
121,Gennaio,D1,Colazione,"Kefir, avena, castagne e mandarino",418.2,kefir naturale | mandarini o clementine | castagne arrostite,NO,NO,,NO,15.5,8.9,NO
121,Gennaio,D1,Spuntino,Avocado al naturale,178.5,avocado fresco,NO,NO,,SI,3.3,2.5,SI
121,Gennaio,D1,Pranzo,Riso basmati con polpo e indivia,476.6,polpo | indivia | riso basmati secco,NO,NO,,NO,31.6,5.7,NO
121,Gennaio,D1,Spuntino,Mini panino bianco con bresaola,132.8,pane integrale | bresaola,NO,NO,,NO,12.8,2.3,NO
121,Gennaio,D1,Cena,Noodles di riso con pollo e finocchi,430.7,finocchi | petto di pollo | cavolfiore,NO,NO,,NO,32.6,7.2,NO
122,Gennaio,D2,Colazione,Budino di riso casalingo e frutta,326.4,latte parzialmente scremato | mela | riso basmati secco,NO,NO,,NO,10.9,3.7,NO
122,Gennaio,D2,Pranzo,Riso jasmine con ceci e zucca,468.7,zucca | ceci cotti e sgocciolati | riso jasmine secco,NO,NO,,NO,13.7,7.6,NO
122,Gennaio,D2,Pasto preturno,Filetto di maiale con polenta e sedano rapa,472.8,sedano rapa | filetto di maiale | farina di mais per polenta,NO,NO,,NO,34.5,4.3,NO
122,Gennaio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi | nocciole,NO,NO,,NO,2.5,4.4,NO
122,Gennaio,D2,Spuntino notturno,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
122,Gennaio,D2,Mini-pasto pre-sonno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
123,Gennaio,D3,Brunch,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro | radicchio | farro secco,NO,NO,,NO,50.1,8.3,NO
123,Gennaio,D3,Spuntino,Primosale con gallette abbondanti,351.4,formaggio primosale | gallette di riso,NO,SI,primosale,NO,17.2,1.4,SI
123,Gennaio,D3,Cena,Pasta con polpo e cavolo cappuccio,468.2,polpo | cavolo cappuccio | pasta secca,NO,NO,,NO,35.6,5.7,NO
124,Gennaio,D4,Colazione,Avocado con crackers abbondanti,286.0,avocado fresco | crackers classici,NO,NO,,SI,5.5,3.2,SI
124,Gennaio,D4,Spuntino,Crackers con sardine,190.0,sardine | crackers classici,NO,NO,,NO,14.3,0.6,NO
124,Gennaio,D4,Pranzo,Pasta e ceci con finocchi,451.5,finocchi | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,16.2,11.4,NO
124,Gennaio,D4,Spuntino,Mini panino con bresaola e carote,204.9,carote | pane bianco comune | bresaola,NO,NO,,NO,15.7,3.5,NO
124,Gennaio,D4,Cena,Couscous con pollo e carote,471.5,carote | petto di pollo | couscous di semola secco,NO,NO,,NO,32.2,6.4,NO
125,Gennaio,D5,Colazione,Kefir con fette classiche e confettura,390.6,kefir naturale | chicchi di melagrana | fette biscottate classiche,NO,NO,,NO,12.6,6.0,NO
125,Gennaio,D5,Spuntino,Grana e fette biscottate,161.0,Grana Padano o Parmigiano | fette biscottate classiche,NO,SI,grana,NO,9.8,0.5,SI
125,Gennaio,D5,Pranzo,Salmone nordico con patate e cavolfiore,446.6,cavolfiore | patate | salmone,NO,NO,,NO,31.2,6.1,NO
125,Gennaio,D5,Spuntino,Piccola porzione di lupini e frutta,159.1,chicchi di melagrana | lupini scolati,NO,NO,,NO,9.8,6.2,NO
125,Gennaio,D5,Cena,Coniglio con riso basmati e bietole,468.7,bietole | coniglio disossato | riso basmati secco,NO,NO,,NO,34.9,3.7,NO
126,Gennaio,D1,Colazione,"Latte, corn flakes e frutta",347.2,latte parzialmente scremato | mela | fiocchi di mais semplici,NO,NO,,NO,12.4,4.9,NO
126,Gennaio,D1,Spuntino,Latte e frutta,156.9,latte parzialmente scremato | pera,NO,NO,,NO,6.5,4.0,NO
126,Gennaio,D1,Pranzo,Orata con patate e carote,436.4,patate | carote | orata,NO,NO,,NO,38.4,9.1,NO
126,Gennaio,D1,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci | pane bianco comune | fesa di tacchino a fette,NO,NO,,NO,13.9,2.8,NO
126,Gennaio,D1,Cena,Manzo magro con polenta e carote,477.7,carote | manzo magro | farina di mais per polenta,NO,NO,,NO,31.6,6.6,NO
127,Gennaio,D2,Colazione,"Pane di segale, burro di arachidi e pera",305.3,pera | pane di segale | burro di arachidi 100%,NO,NO,,NO,9.6,7.4,NO
127,Gennaio,D2,Pranzo,Pasta e cannellini con cavolfiore,432.9,cavolfiore | cannellini cotti e sgocciolati | pasta secca,NO,NO,,NO,18.1,10.3,NO
127,Gennaio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,34.5,5.5,NO
127,Gennaio,D2,Spuntino notturno,"Mais, cannellini e crackers",179.4,mais dolce sgocciolato | cannellini cotti e sgocciolati | crackers classici,NO,NO,,NO,8.5,6.0,NO
127,Gennaio,D2,Spuntino notturno,Fiocchi di latte con galletta di riso,136.7,fiocchi di latte | gallette di riso,NO,SI,fiocchi_latte,NO,11.9,0.4,SI
127,Gennaio,D2,Mini-pasto pre-sonno,Kefir con banana e pistacchi,243.5,kefir naturale | banana | pistacchi non salati,NO,NO,,NO,9.5,3.6,NO
128,Gennaio,D3,Brunch,Brunch: Riso teriyaki delicato con tacchino e carciofi,500.7,carciofi | pompelmo | petto di tacchino,NO,NO,,NO,39.9,12.2,NO
128,Gennaio,D3,Spuntino,Avocado con tortilla intera piccola,240.5,avocado fresco | tortilla di frumento,NO,NO,,SI,4.9,3.1,SI
128,Gennaio,D3,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro | broccoli | farina di mais per polenta,NO,NO,,NO,45.2,7.4,NO
129,Gennaio,D4,Colazione,"Uova strapazzate, pane bianco e frutta",355.0,arancia | uovo | spinaci ben cotti,SI,NO,,NO,20.3,6.2,NO
129,Gennaio,D4,Spuntino,Banana e latte,171.8,latte parzialmente scremato | banana,NO,NO,,NO,7.0,2.6,NO
129,Gennaio,D4,Pranzo,Patate con salmone e finocchi,466.9,patate | finocchi | salmone,NO,NO,,NO,24.5,10.0,NO
129,Gennaio,D4,Spuntino,Crackers classici con hummus delicato,197.2,arancia | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,5.1,5.3,NO
129,Gennaio,D4,Cena,Riso basmati con piselli e zucca,430.6,zucca | piselli cotti | riso basmati secco,NO,NO,,NO,13.1,8.4,NO
130,Gennaio,D5,Colazione,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali | confettura di frutta | burro di arachidi 100%,NO,NO,,NO,7.9,3.6,NO
130,Gennaio,D5,Spuntino,Fiocchi di latte con pane bianco,124.5,fiocchi di latte | pane bianco comune,NO,SI,fiocchi_latte,NO,11.9,0.3,SI
130,Gennaio,D5,Pranzo,Pasta con nasello e zucca,447.8,zucca | nasello | pasta secca,NO,NO,,NO,31.4,3.0,NO
130,Gennaio,D5,Spuntino,Latte piccolo,69.0,latte parzialmente scremato,NO,NO,,NO,5.0,0.0,NO
130,Gennaio,D5,Cena,"Brunch completo con couscous, tacchino e spinaci",676.6,petto di tacchino | spinaci | couscous di semola secco,NO,NO,,NO,54.8,6.3,NO
131,Gennaio,D1,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana | pane integrale | burro di arachidi 100%,NO,NO,,NO,10.4,7.0,NO
131,Gennaio,D1,Spuntino,Mais e tonno in coppetta,138.4,mais dolce sgocciolato | tonno al naturale sgocciolato,NO,NO,,NO,18.3,2.2,NO
131,Gennaio,D1,Pranzo,Pasta e borlotti con verza,433.4,verza | borlotti cotti e sgocciolati | pasta secca,NO,NO,,NO,18.3,11.4,NO
131,Gennaio,D1,Spuntino,Avocado e crackers croccanti,243.0,avocado fresco | crackers classici,NO,NO,,SI,4.7,2.9,SI
131,Gennaio,D1,Cena,Filetto di maiale con polenta e carote,474.7,carote | filetto di maiale | farina di mais per polenta,NO,NO,,NO,33.8,6.6,NO
132,Gennaio,D2,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale | mela | fiocchi d'avena,NO,NO,,NO,13.1,6.6,NO
132,Gennaio,D2,Pranzo,Coniglio con riso basmati e finocchi,472.1,finocchi | coniglio disossato | riso basmati secco,NO,NO,,NO,33.5,5.5,NO
132,Gennaio,D2,Pasto preturno,Merluzzo con patate e bietole,449.0,patate | bietole | merluzzo,NO,NO,,NO,39.9,8.3,NO
132,Gennaio,D2,Spuntino notturno,Patata dolce e kefir,158.2,patata dolce | kefir naturale,NO,NO,,NO,5.4,3.6,NO
132,Gennaio,D2,Spuntino notturno,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
132,Gennaio,D2,Mini-pasto pre-sonno,Grana e gallette di riso,157.6,Grana Padano o Parmigiano | gallette di riso,NO,SI,grana,NO,9.4,0.6,SI
133,Gennaio,D3,Brunch,Brunch: Salmone nordico con patate e cavolfiore,610.3,patate | cavolfiore | salmone,SI,NO,,NO,42.6,10.7,NO
133,Gennaio,D3,Spuntino,Kefir e frutta,155.7,kefir naturale | kiwi,NO,NO,,NO,6.6,3.6,NO
133,Gennaio,D3,Cena,Tacchino con riso basmati e bietole,699.9,bietole | petto di tacchino | pane bianco comune,NO,NO,,NO,47.3,6.4,NO
134,Gennaio,D4,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce | tonno al naturale sgocciolato | pane di segale,NO,NO,,NO,27.8,7.1,NO
134,Gennaio,D4,Spuntino,Robiola con crackers,176.5,robiola | crackers classici,NO,SI,robiola,NO,5.0,0.1,SI
134,Gennaio,D4,Pranzo,Pasta e fave con carciofi,421.6,carciofi | fave cotte | pasta secca,NO,NO,,NO,17.2,11.1,NO
134,Gennaio,D4,Spuntino,Latte e frutta,151.7,latte parzialmente scremato | mandarini o clementine,NO,NO,,NO,7.0,2.3,NO
134,Gennaio,D4,Cena,Polenta con merluzzo e cavolo nero,467.8,cavolo nero | merluzzo | farina di mais per polenta,NO,NO,,NO,33.2,7.7,NO
135,Gennaio,D5,Colazione,Kefir con fette classiche e confettura,358.6,kefir naturale | mela | fette biscottate classiche,NO,NO,,NO,10.9,4.3,NO
135,Gennaio,D5,Spuntino,Avocado e fette biscottate,211.3,avocado fresco | fette biscottate classiche,NO,NO,,SI,4.1,2.7,SI
135,Gennaio,D5,Pranzo,Filetto di maiale con polenta e zucca,438.9,zucca | filetto di maiale | farina di mais per polenta,NO,NO,,NO,34.0,2.5,NO
135,Gennaio,D5,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
135,Gennaio,D5,Cena,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi | petto di tacchino | radicchio,NO,NO,,NO,38.6,9.6,NO
136,Gennaio,D1,Colazione,Porridge piccolo con frutta cotta,294.7,latte parzialmente scremato | arancia | fiocchi d'avena,NO,NO,,NO,13.3,6.4,NO
136,Gennaio,D1,Spuntino,Pane di segale con sgombro e radicchio,206.9,radicchio | sgombro | pane di segale,NO,NO,,NO,13.3,2.6,NO
136,Gennaio,D1,Pranzo,Riso jasmine con ceci e zucca,468.7,zucca | ceci cotti e sgocciolati | riso jasmine secco,NO,NO,,NO,13.7,7.6,NO
136,Gennaio,D1,Spuntino,Frutta in porzione piccola,89.0,banana,NO,NO,,NO,1.1,2.6,NO
136,Gennaio,D1,Cena,Salmone nordico con patate e cavolfiore,477.4,patate | cavolfiore | salmone,NO,NO,,NO,32.0,7.0,NO
137,Gennaio,D2,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato | pera | semolino di frumento,NO,NO,,NO,12.7,6.0,NO
137,Gennaio,D2,Pranzo,Branzino con polenta e finocchi,399.9,branzino | finocchi | farina di mais per polenta,NO,NO,,NO,36.0,6.2,NO
137,Gennaio,D2,Pasto preturno,Pasta con pollo e radicchio,453.5,radicchio | petto di pollo | pasta secca,NO,NO,,NO,33.9,3.5,NO
137,Gennaio,D2,Spuntino notturno,Robiola semplice,155.0,robiola,NO,SI,robiola,NO,4.5,0.0,SI
137,Gennaio,D2,Spuntino notturno,Crackers classici con hummus delicato,235.7,chicchi di melagrana | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,6.0,7.0,NO
137,Gennaio,D2,Mini-pasto pre-sonno,Mini panino bianco con bresaola,132.8,pane integrale | bresaola,NO,NO,,NO,12.8,2.3,NO
138,Gennaio,D3,Brunch,Pasta e lenticchie con carote,427.5,carote | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,16.0,11.3,NO
138,Gennaio,D3,Spuntino,Avocado con pane abbondante,284.5,avocado fresco | pane bianco comune,NO,NO,,SI,6.7,3.6,SI
138,Gennaio,D3,Cena,Pollo con patate e spinaci,754.9,patate | spinaci | petto di pollo,NO,NO,,NO,50.4,12.3,NO
139,Gennaio,D4,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale | banana | fiocchi di mais semplici,NO,NO,,NO,10.6,4.3,NO
139,Gennaio,D4,Spuntino,Grana e fette biscottate,161.0,Grana Padano o Parmigiano | fette biscottate classiche,NO,SI,grana,NO,9.8,0.5,SI
139,Gennaio,D4,Pranzo,Pollo con patate e carciofi,435.9,patate | carciofi | petto di pollo,NO,NO,,NO,39.2,12.9,NO
139,Gennaio,D4,Spuntino,Kefir con banana e pistacchi,243.5,kefir naturale | banana | pistacchi non salati,NO,NO,,NO,9.5,3.6,NO
139,Gennaio,D4,Cena,"Bowl coreana delicata con manzo, riso e broccoli",425.2,broccoli | manzo magro | carciofi,NO,NO,,NO,35.6,10.1,NO
140,Gennaio,D5,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale | pera | fiocchi d'avena,NO,NO,,NO,13.2,7.4,NO
140,Gennaio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
140,Gennaio,D5,Pranzo,"Pranzo leggero con tacchino, pane e spinaci",439.0,spinaci | petto di tacchino | pane integrale,NO,NO,,NO,39.7,8.4,NO
140,Gennaio,D5,Spuntino,Frutta e mandorle,100.9,pompelmo | mandorle,NO,NO,,NO,2.7,3.1,NO
140,Gennaio,D5,Cena,"Brunch completo con couscous, salmone e zucca",721.8,zucca | salmone | couscous di semola secco,NO,NO,,NO,38.3,3.5,NO
141,Gennaio,D1,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana | pane integrale | burro di arachidi 100%,NO,NO,,NO,10.4,7.0,NO
141,Gennaio,D1,Spuntino,"Mais, cannellini e crackers",179.4,mais dolce sgocciolato | cannellini cotti e sgocciolati | crackers classici,NO,NO,,NO,8.5,6.0,NO
141,Gennaio,D1,Pranzo,Pasta e ceci con broccoli,473.5,broccoli | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,19.4,11.9,NO
141,Gennaio,D1,Spuntino,Mozzarella con crackers,177.8,mozzarella vaccina | crackers classici,NO,SI,mozzarella,NO,11.7,0.1,SI
141,Gennaio,D1,Cena,Manzo magro con pane bianco e cavolfiore,461.7,cavolfiore | manzo magro | pane integrale,NO,NO,,NO,36.5,8.2,NO
142,Gennaio,D2,Colazione,Budino di riso casalingo e frutta,332.9,latte parzialmente scremato | pera | riso basmati secco,NO,NO,,NO,11.0,4.6,NO
142,Gennaio,D2,Pranzo,Sogliola con riso e sedano rapa,443.4,sogliola | sedano rapa | riso basmati secco,NO,NO,,NO,38.6,3.5,NO
142,Gennaio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,34.5,5.5,NO
142,Gennaio,D2,Spuntino notturno,Avocado con mais abbondante,230.1,avocado fresco | mais dolce sgocciolato,NO,NO,,SI,5.3,4.1,SI
142,Gennaio,D2,Spuntino notturno,Kefir e fette classiche,161.8,kefir naturale | fette biscottate classiche,NO,NO,,NO,7.4,0.5,NO
142,Gennaio,D2,Mini-pasto pre-sonno,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette | pane bianco comune,NO,NO,,NO,12.0,0.9,NO
143,Gennaio,D3,Brunch,Riso basmati con piselli e zucca,430.6,zucca | piselli cotti | riso basmati secco,NO,NO,,NO,13.1,8.4,NO
143,Gennaio,D3,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana | gallette di riso | burro di arachidi 100%,NO,NO,,NO,7.3,4.2,NO
143,Gennaio,D3,Cena,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro | radicchio | farro secco,NO,NO,,NO,50.1,8.3,NO
144,Gennaio,D4,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce | tonno al naturale sgocciolato | pane di segale,NO,NO,,NO,27.8,7.1,NO
144,Gennaio,D4,Spuntino,Kefir e frutta,150.1,kefir naturale | mela,NO,NO,,NO,5.6,3.1,NO
144,Gennaio,D4,Pranzo,Pasta con tacchino e carciofi,489.5,carciofi | petto di tacchino | pasta secca,NO,NO,,NO,37.7,10.2,NO
144,Gennaio,D4,Spuntino,Mozzarella semplice,156.2,mozzarella vaccina,NO,SI,mozzarella,NO,11.2,0.0,SI
144,Gennaio,D4,Cena,Filetto di maiale con polenta e carote,474.7,carote | filetto di maiale | farina di mais per polenta,NO,NO,,NO,33.8,6.6,NO
145,Gennaio,D5,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato | pera | semolino di frumento,NO,NO,,NO,12.7,6.0,NO
145,Gennaio,D5,Spuntino,Mini panino con bresaola e carote,204.9,carote | pane bianco comune | bresaola,NO,NO,,NO,15.7,3.5,NO
145,Gennaio,D5,Pranzo,Couscous con gamberi e broccoli,445.9,broccoli | gamberi | couscous di semola secco,NO,NO,,NO,36.0,5.8,NO
145,Gennaio,D5,Spuntino,Avocado e crackers,200.0,avocado fresco | crackers classici,NO,NO,,SI,3.8,2.6,SI
145,Gennaio,D5,Cena,Pasta e lenticchie con passata e spinaci,436.3,passata di pomodoro | spinaci | lenticchie cotte e sgocciolate,NO,NO,,NO,19.3,11.7,NO
146,Gennaio,D1,Colazione,Kefir con fette classiche e confettura,365.1,kefir naturale | pera | fette biscottate classiche,NO,NO,,NO,11.1,5.2,NO
146,Gennaio,D1,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
146,Gennaio,D1,Pranzo,Coniglio con riso basmati e finocchi,481.0,finocchi | coniglio disossato | riso basmati secco,NO,NO,,NO,33.5,5.5,NO
146,Gennaio,D1,Spuntino,Grana e gallette di riso,157.6,Grana Padano o Parmigiano | gallette di riso,NO,SI,grana,NO,9.4,0.6,SI
146,Gennaio,D1,Cena,Couscous marocchino delicato con tacchino e finocchi,452.7,finocchi | petto di tacchino | cavolfiore,NO,NO,,NO,37.3,8.4,NO
147,Gennaio,D2,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale | mela | fiocchi d'avena,NO,NO,,NO,13.1,6.6,NO
147,Gennaio,D2,Pranzo,Orata con patate e carote,436.4,patate | carote | orata,NO,NO,,NO,38.4,9.1,NO
147,Gennaio,D2,Pasto preturno,Filetto di maiale con polenta e sedano rapa,472.8,sedano rapa | filetto di maiale | farina di mais per polenta,NO,NO,,NO,34.5,4.3,NO
147,Gennaio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi | nocciole,NO,NO,,NO,2.5,4.4,NO
147,Gennaio,D2,Spuntino notturno,Latte e frutta,151.7,latte parzialmente scremato | mandarini o clementine,NO,NO,,NO,7.0,2.3,NO
147,Gennaio,D2,Mini-pasto pre-sonno,Pane integrale con hummus e spinaci,222.2,spinaci | hummus semplice senza spezie piccanti | pane integrale,NO,NO,,NO,10.7,8.0,NO
148,Gennaio,D3,Brunch,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone | pane integrale | radicchio,NO,NO,,NO,44.3,10.2,NO
148,Gennaio,D3,Spuntino,Feta con pane abbondante,304.8,feta | pane bianco comune,NO,SI,feta,NO,13.9,1.1,SI
148,Gennaio,D3,Cena,Pasta e ceci con finocchi,451.5,finocchi | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,16.2,11.4,NO
149,Gennaio,D4,Colazione,"Semolino con castagne, melagrana e semi di zucca",418.8,chicchi di melagrana | semolino di frumento | castagne arrostite,NO,NO,,NO,12.3,7.9,SI
149,Gennaio,D4,Spuntino,Frutta e mandorle,120.4,pera | mandorle,NO,NO,,NO,2.2,5.0,NO
149,Gennaio,D4,Pranzo,Kofte di tacchino delicati con riso e bietole,452.2,bietole | petto di tacchino | riso basmati secco,NO,NO,,NO,41.1,3.8,NO
149,Gennaio,D4,Spuntino,Avocado al naturale,178.5,avocado fresco,NO,NO,,SI,3.3,2.5,SI
149,Gennaio,D4,Cena,Couscous marocchino delicato con tacchino e bietole,487.7,bietole | petto di tacchino | cavolfiore,NO,NO,,NO,39.9,6.7,NO
150,Gennaio,D5,Colazione,"Yogurt bianco, corn flakes e frutta",224.4,yogurt bianco naturale | arancia | fiocchi di mais semplici,NO,NO,,NO,7.8,3.6,NO
150,Gennaio,D5,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci | pane bianco comune | fesa di tacchino a fette,NO,NO,,NO,13.9,2.8,NO
150,Gennaio,D5,Pranzo,Riso integrale con fave e cavolo cappuccio,408.9,cavolo cappuccio | fave cotte | riso integrale secco,NO,NO,,NO,12.9,10.4,NO
150,Gennaio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
150,Gennaio,D5,Cena,"Brunch completo con polenta, merluzzo e cavolo nero",708.5,merluzzo | cavolo nero | farina di mais per polenta,NO,NO,,NO,46.4,8.2,NO
151,Febbraio,D1,Colazione,"Latte, corn flakes e frutta",386.4,latte parzialmente scremato | banana | fiocchi di mais semplici,NO,NO,,NO,13.3,4.9,NO
151,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale | fette biscottate classiche,NO,NO,,NO,7.4,0.5,NO
151,Febbraio,D1,Pranzo,Farro con tonno e radicchio,404.8,radicchio | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,34.5,5.5,NO
151,Febbraio,D1,Spuntino,Feta semplice,198.8,feta,NO,SI,feta,NO,10.5,0.0,SI
151,Febbraio,D1,Cena,Pasta al ragù leggero di manzo,501.1,passata di pomodoro | manzo magro | carote,NO,NO,,NO,31.1,6.1,NO
152,Febbraio,D2,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana | pane integrale | burro di arachidi 100%,NO,NO,,NO,10.4,7.0,NO
152,Febbraio,D2,Pranzo,Nasello con pane bianco e radicchio,424.2,nasello | radicchio | pane integrale,NO,NO,,NO,43.0,6.2,NO
152,Febbraio,D2,Pasto preturno,Pasta e fave con cavolo nero,443.6,cavolo nero | fave cotte | pasta secca,NO,NO,,NO,19.7,10.9,NO
152,Febbraio,D2,Spuntino notturno,Kefir e frutta,150.1,kefir naturale | mela,NO,NO,,NO,5.6,3.1,NO
152,Febbraio,D2,Spuntino notturno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
152,Febbraio,D2,Mini-pasto pre-sonno,Avocado e semi di zucca,206.4,avocado fresco | semi di zucca,NO,NO,,SI,4.8,2.8,SI
153,Febbraio,D3,Brunch,Brunch: Riso teriyaki delicato con tacchino e carciofi,500.7,carciofi | pompelmo | petto di tacchino,NO,NO,,NO,39.9,12.2,NO
153,Febbraio,D3,Spuntino,Grana con pane abbondante,205.5,pane bianco comune | Grana Padano o Parmigiano,NO,SI,grana,NO,11.7,1.1,SI
