start_global_day,end_global_day,start_month,end_month,egg_equivalent_units,egg_limit,dairy_meals,dairy_limit,pasta_rice_primary_meals,pasta_primary_meals,rice_primary_meals,pasta_rice_min,plant_protein_main_meals,plant_protein_min,hard_ok,hard_failures,protein_concentration_warnings,ingredient_concentration_warnings,pasta_rice_balance_warnings
134,140,Gennaio,Gennaio,11.8,6.0,14,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
135,141,Gennaio,Gennaio,17.0,6.0,13,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""fette_bianche"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""gallette_riso"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 7}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
136,142,Gennaio,Gennaio,21.6,6.0,13,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""fette_bianche"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 7}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
137,143,Gennaio,Gennaio,23.6,6.0,13,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""fette_bianche"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
138,144,Gennaio,Gennaio,21.6,6.0,13,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""fette_bianche"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
139,145,Gennaio,Gennaio,25.6,6.0,14,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 5, ""group"": ""eggs"", ""share"": 0.4167}]","[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 3, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""fette_bianche"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 11}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
140,146,Gennaio,Gennaio,27.6,6.0,17,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""eggs"", ""share"": 0.5}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 13}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
141,147,Gennaio,Gennaio,31.2,6.0,21,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""eggs"", ""share"": 0.5385}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 16}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
142,148,Gennaio,Gennaio,27.6,6.0,20,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""eggs"", ""share"": 0.4615}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 16}, {""distinct_days"": 3, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
143,149,Gennaio,Gennaio,24.0,6.0,20,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 15}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
144,150,Gennaio,Gennaio,19.4,6.0,18,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 13}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
145,151,Gennaio,Febbraio,26.2,6.0,17,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""eggs"", ""share"": 0.4615}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 14}, {""distinct_days"": 3, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
146,152,Gennaio,Febbraio,16.6,6.0,19,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""carciofo"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 15}, {""distinct_days"": 5, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
147,153,Gennaio,Febbraio,19.8,6.0,16,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 14}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
148,154,Gennaio,Febbraio,16.2,6.0,13,4,4,1,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""broccoli"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 11}, {""distinct_days"": 3, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
149,155,Gennaio,Febbraio,14.6,6.0,14,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 3, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
150,156,Gennaio,Febbraio,13.6,6.0,12,4,3,1,2,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
151,157,Febbraio,Febbraio,12.0,6.0,13,4,3,1,2,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
152,158,Febbraio,Febbraio,6.8,6.0,12,4,4,1,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
153,159,Febbraio,Febbraio,15.4,6.0,9,4,4,1,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
154,160,Febbraio,Febbraio,10.2,6.0,8,4,4,1,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
155,161,Febbraio,Febbraio,10.2,6.0,9,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
156,162,Febbraio,Febbraio,10.2,6.0,11,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""fish"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
157,163,Febbraio,Febbraio,13.4,6.0,11,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
158,164,Febbraio,Febbraio,19.0,6.0,11,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 11}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
159,165,Febbraio,Febbraio,17.4,6.0,14,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
160,166,Febbraio,Febbraio,10.8,6.0,16,4,6,0,6,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
161,167,Febbraio,Febbraio,11.8,6.0,20,4,8,1,7,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 5, ""ingredient_code"": ""pollo"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""primosale"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
162,168,Febbraio,Febbraio,12.4,6.0,19,4,8,1,7,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4286}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 3, ""ingredient_code"": ""primosale"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
163,169,Febbraio,Febbraio,12.4,6.0,17,4,9,1,8,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.5714}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
164,170,Febbraio,Febbraio,10.8,6.0,18,4,9,1,8,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.6154}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
165,171,Febbraio,Febbraio,8.8,6.0,20,4,9,1,8,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.6154}]","[{""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 7}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 3, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
166,172,Febbraio,Febbraio,12.4,6.0,18,4,8,1,7,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
167,173,Febbraio,Febbraio,12.0,6.0,18,4,8,1,7,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.6154}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
168,174,Febbraio,Febbraio,12.6,6.0,16,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.6154}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 3, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
169,175,Febbraio,Febbraio,17.2,6.0,16,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""crackers"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 3, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
170,176,Febbraio,Febbraio,20.8,6.0,18,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 7, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 3, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""pollo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""robiola"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
171,177,Febbraio,Febbraio,22.8,6.0,18,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4286}]","[{""distinct_days"": 7, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 3, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""robiola"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
172,178,Febbraio,Febbraio,20.8,6.0,16,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5}]","[{""distinct_days"": 7, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 3, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""pollo"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""robiola"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
173,179,Febbraio,Febbraio,19.2,6.0,17,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""pollo"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""radicchio"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
174,180,Febbraio,Febbraio,19.2,6.0,15,4,3,0,3,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""kiwi"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
